Time	100GtC	200GtC	500GtC	-100GtC	-200GtC	-500GtC
50	0.14	0.28	0.66	-0.13	-0.27	-0.7
51	0.14	0.27	0.65	-0.13	-0.27	-0.7
52	0.14	0.27	0.65	-0.13	-0.27	-0.69
53	0.14	0.27	0.65	-0.13	-0.27	-0.69
54	0.14	0.28	0.65	-0.13	-0.27	-0.69
55	0.14	0.27	0.65	-0.13	-0.27	-0.69
56	0.14	0.27	0.65	-0.13	-0.27	-0.69
57	0.14	0.27	0.65	-0.13	-0.27	-0.68
58	0.14	0.27	0.65	-0.13	-0.27	-0.68
59	0.14	0.27	0.64	-0.13	-0.26	-0.68
60	0.14	0.27	0.64	-0.13	-0.26	-0.67
61	0.14	0.27	0.64	-0.13	-0.26	-0.67
62	0.14	0.27	0.65	-0.13	-0.26	-0.67
63	0.14	0.27	0.65	-0.13	-0.26	-0.67
64	0.13	0.27	0.64	-0.13	-0.26	-0.66
65	0.13	0.26	0.64	-0.13	-0.26	-0.67
66	0.13	0.27	0.64	-0.13	-0.26	-0.67
67	0.13	0.27	0.65	-0.13	-0.26	-0.67
68	0.13	0.26	0.65	-0.13	-0.26	-0.66
69	0.13	0.26	0.64	-0.13	-0.26	-0.67
70	0.13	0.26	0.64	-0.13	-0.26	-0.67
71	0.13	0.26	0.64	-0.13	-0.26	-0.67
72	0.13	0.26	0.64	-0.13	-0.26	-0.66
73	0.13	0.26	0.64	-0.13	-0.26	-0.67
74	0.13	0.26	0.64	-0.13	-0.26	-0.67
75	0.13	0.26	0.64	-0.13	-0.26	-0.67
76	0.13	0.26	0.64	-0.13	-0.26	-0.67
77	0.13	0.26	0.64	-0.13	-0.26	-0.67
78	0.13	0.26	0.64	-0.13	-0.26	-0.67
79	0.13	0.26	0.64	-0.14	-0.26	-0.67
80	0.13	0.26	0.64	-0.14	-0.26	-0.67
81	0.13	0.26	0.63	-0.13	-0.26	-0.68
82	0.13	0.26	0.63	-0.13	-0.26	-0.68
83	0.13	0.26	0.64	-0.13	-0.26	-0.68
84	0.13	0.26	0.64	-0.13	-0.26	-0.68
85	0.13	0.26	0.64	-0.13	-0.26	-0.68
86	0.13	0.26	0.64	-0.13	-0.26	-0.68
87	0.13	0.26	0.64	-0.13	-0.26	-0.68
88	0.13	0.26	0.64	-0.13	-0.26	-0.69
89	0.13	0.26	0.64	-0.13	-0.26	-0.69
90	0.14	0.26	0.64	-0.13	-0.25	-0.68
91	0.13	0.26	0.64	-0.13	-0.25	-0.68
92	0.13	0.26	0.64	-0.13	-0.26	-0.69
93	0.13	0.26	0.64	-0.13	-0.26	-0.69
94	0.13	0.26	0.64	-0.13	-0.26	-0.69
95	0.13	0.26	0.64	-0.13	-0.26	-0.69
96	0.13	0.26	0.64	-0.13	-0.26	-0.69
97	0.13	0.26	0.64	-0.13	-0.26	-0.7
98	0.13	0.25	0.64	-0.13	-0.26	-0.7
99	0.13	0.25	0.64	-0.13	-0.26	-0.69
100	0.13	0.25	0.64	-0.13	-0.26	-0.7
101	0.13	0.25	0.64	-0.13	-0.26	-0.69
102	0.13	0.25	0.64	-0.13	-0.26	-0.7
103	0.13	0.25	0.64	-0.13	-0.26	-0.7
104	0.13	0.25	0.64	-0.13	-0.26	-0.7
105	0.13	0.25	0.64	-0.13	-0.26	-0.7
106	0.13	0.25	0.64	-0.13	-0.26	-0.7
107	0.13	0.25	0.64	-0.13	-0.26	-0.7
108	0.13	0.25	0.64	-0.13	-0.26	-0.7
109	0.13	0.25	0.64	-0.13	-0.26	-0.7
110	0.13	0.26	0.65	-0.13	-0.26	-0.7
111	0.13	0.26	0.65	-0.13	-0.26	-0.7
112	0.13	0.26	0.65	-0.13	-0.26	-0.7
113	0.13	0.26	0.65	-0.13	-0.26	-0.7
114	0.13	0.26	0.65	-0.13	-0.26	-0.7
115	0.14	0.26	0.65	-0.13	-0.26	-0.7
116	0.13	0.26	0.65	-0.13	-0.26	-0.7
117	0.13	0.26	0.65	-0.13	-0.26	-0.7
118	0.13	0.26	0.65	-0.13	-0.26	-0.7
119	0.14	0.26	0.65	-0.13	-0.26	-0.7
120	0.13	0.26	0.65	-0.13	-0.26	-0.7
121	0.13	0.26	0.65	-0.13	-0.26	-0.71
122	0.13	0.26	0.65	-0.13	-0.26	-0.71
123	0.13	0.26	0.65	-0.13	-0.26	-0.71
124	0.13	0.26	0.65	-0.13	-0.26	-0.71
125	0.13	0.26	0.65	-0.13	-0.26	-0.71
126	0.13	0.26	0.65	-0.13	-0.26	-0.71
127	0.13	0.26	0.65	-0.13	-0.26	-0.71
128	0.14	0.26	0.65	-0.13	-0.27	-0.71
129	0.13	0.26	0.65	-0.13	-0.27	-0.71
130	0.14	0.26	0.65	-0.13	-0.26	-0.71
131	0.14	0.25	0.65	-0.13	-0.26	-0.71
132	0.14	0.25	0.66	-0.13	-0.26	-0.71
133	0.14	0.25	0.66	-0.13	-0.27	-0.72
134	0.14	0.26	0.65	-0.13	-0.26	-0.72
135	0.14	0.26	0.65	-0.13	-0.26	-0.72
136	0.14	0.26	0.66	-0.13	-0.26	-0.71
137	0.14	0.26	0.66	-0.13	-0.26	-0.71
138	0.14	0.25	0.66	-0.13	-0.27	-0.71
139	0.14	0.26	0.66	-0.13	-0.27	-0.71
140	0.14	0.26	0.66	-0.13	-0.27	-0.71
141	0.14	0.26	0.66	-0.13	-0.27	-0.72
142	0.14	0.26	0.66	-0.13	-0.27	-0.72
143	0.14	0.26	0.66	-0.13	-0.27	-0.72
144	0.14	0.26	0.66	-0.13	-0.27	-0.72
145	0.14	0.26	0.66	-0.13	-0.27	-0.72
146	0.14	0.26	0.66	-0.13	-0.27	-0.72
147	0.14	0.26	0.66	-0.13	-0.27	-0.72
148	0.14	0.26	0.66	-0.13	-0.27	-0.72
149	0.14	0.26	0.66	-0.14	-0.27	-0.72
150	0.14	0.26	0.66	-0.14	-0.27	-0.72
151	0.14	0.26	0.66	-0.13	-0.27	-0.72
152	0.14	0.26	0.66	-0.13	-0.27	-0.72
153	0.14	0.26	0.66	-0.14	-0.27	-0.72
154	0.14	0.26	0.66	-0.13	-0.27	-0.73
155	0.14	0.26	0.66	-0.13	-0.27	-0.73
156	0.14	0.26	0.66	-0.13	-0.27	-0.73
157	0.14	0.26	0.66	-0.14	-0.27	-0.73
158	0.14	0.26	0.66	-0.14	-0.27	-0.73
159	0.14	0.26	0.66	-0.14	-0.27	-0.73
160	0.14	0.26	0.66	-0.14	-0.27	-0.73
161	0.14	0.26	0.66	-0.13	-0.28	-0.73
162	0.14	0.26	0.66	-0.14	-0.28	-0.73
163	0.14	0.26	0.66	-0.14	-0.28	-0.73
164	0.14	0.26	0.66	-0.14	-0.28	-0.73
165	0.14	0.26	0.66	-0.14	-0.28	-0.73
166	0.14	0.26	0.66	-0.14	-0.28	-0.73
167	0.14	0.26	0.66	-0.14	-0.28	-0.73
168	0.14	0.26	0.66	-0.14	-0.28	-0.73
169	0.14	0.26	0.66	-0.14	-0.28	-0.74
170	0.14	0.26	0.66	-0.14	-0.28	-0.74
171	0.14	0.26	0.66	-0.14	-0.28	-0.73
172	0.14	0.26	0.66	-0.14	-0.28	-0.74
173	0.13	0.26	0.66	-0.14	-0.28	-0.74
174	0.13	0.26	0.66	-0.14	-0.28	-0.74
175	0.13	0.26	0.66	-0.14	-0.28	-0.74
176	0.13	0.26	0.66	-0.14	-0.28	-0.74
177	0.14	0.26	0.66	-0.14	-0.28	-0.74
178	0.14	0.26	0.66	-0.14	-0.28	-0.73
179	0.14	0.26	0.66	-0.14	-0.28	-0.73
180	0.14	0.26	0.66	-0.14	-0.28	-0.73
181	0.14	0.26	0.67	-0.14	-0.28	-0.74
182	0.13	0.26	0.66	-0.14	-0.28	-0.74
183	0.14	0.26	0.66	-0.14	-0.28	-0.74
184	0.14	0.27	0.67	-0.14	-0.28	-0.74
185	0.14	0.26	0.67	-0.14	-0.28	-0.74
186	0.14	0.27	0.67	-0.14	-0.28	-0.74
187	0.14	0.27	0.66	-0.14	-0.28	-0.74
188	0.14	0.27	0.67	-0.14	-0.28	-0.74
189	0.14	0.26	0.67	-0.14	-0.28	-0.74
190	0.14	0.27	0.67	-0.14	-0.28	-0.74
191	0.14	0.27	0.67	-0.14	-0.28	-0.74
192	0.14	0.27	0.67	-0.14	-0.28	-0.74
193	0.14	0.27	0.67	-0.14	-0.28	-0.74
194	0.14	0.27	0.67	-0.14	-0.28	-0.74
195	0.14	0.27	0.67	-0.14	-0.28	-0.74
196	0.14	0.27	0.67	-0.14	-0.28	-0.74
197	0.14	0.27	0.67	-0.14	-0.28	-0.74
198	0.14	0.27	0.67	-0.14	-0.28	-0.74
199	0.14	0.27	0.67	-0.14	-0.28	-0.74
200	0.14	0.27	0.67	-0.14	-0.28	-0.75
201	0.14	0.26	0.67	-0.14	-0.28	-0.75
202	0.14	0.27	0.67	-0.14	-0.29	-0.75
203	0.14	0.27	0.67	-0.14	-0.29	-0.75
204	0.14	0.27	0.67	-0.14	-0.29	-0.74
205	0.14	0.27	0.67	-0.14	-0.29	-0.74
206	0.14	0.27	0.67	-0.14	-0.29	-0.74
207	0.14	0.27	0.68	-0.14	-0.29	-0.74
208	0.14	0.27	0.68	-0.14	-0.29	-0.74
209	0.14	0.27	0.68	-0.14	-0.29	-0.75
210	0.14	0.27	0.68	-0.14	-0.29	-0.75
211	0.14	0.27	0.68	-0.14	-0.29	-0.74
212	0.14	0.27	0.68	-0.14	-0.29	-0.75
213	0.14	0.27	0.68	-0.14	-0.29	-0.75
214	0.14	0.27	0.68	-0.14	-0.29	-0.74
215	0.14	0.27	0.68	-0.14	-0.29	-0.74
216	0.14	0.27	0.68	-0.14	-0.29	-0.74
217	0.14	0.27	0.68	-0.14	-0.29	-0.75
218	0.14	0.27	0.68	-0.14	-0.29	-0.75
219	0.14	0.27	0.68	-0.15	-0.29	-0.75
220	0.14	0.27	0.68	-0.15	-0.29	-0.75
221	0.14	0.27	0.68	-0.14	-0.29	-0.75
222	0.14	0.27	0.68	-0.15	-0.29	-0.75
223	0.14	0.27	0.68	-0.14	-0.29	-0.75
224	0.14	0.27	0.68	-0.14	-0.29	-0.75
225	0.14	0.27	0.68	-0.14	-0.29	-0.75
226	0.14	0.27	0.68	-0.14	-0.29	-0.75
227	0.14	0.27	0.68	-0.14	-0.29	-0.75
228	0.14	0.27	0.68	-0.14	-0.29	-0.75
229	0.14	0.27	0.68	-0.15	-0.29	-0.75
230	0.14	0.27	0.69	-0.14	-0.29	-0.75
231	0.14	0.27	0.69	-0.14	-0.29	-0.75
232	0.14	0.27	0.69	-0.14	-0.29	-0.75
233	0.14	0.27	0.69	-0.14	-0.29	-0.75
234	0.14	0.27	0.69	-0.14	-0.29	-0.75
235	0.14	0.28	0.69	-0.14	-0.29	-0.75
236	0.14	0.28	0.69	-0.14	-0.29	-0.74
237	0.14	0.28	0.69	-0.14	-0.29	-0.74
238	0.14	0.27	0.69	-0.14	-0.29	-0.75
239	0.14	0.27	0.69	-0.14	-0.29	-0.75
240	0.14	0.27	0.69	-0.14	-0.29	-0.75
241	0.14	0.27	0.69	-0.14	-0.29	-0.75
242	0.14	0.27	0.69	-0.14	-0.29	-0.75
243	0.14	0.27	0.69	-0.14	-0.29	-0.75
244	0.14	0.27	0.69	-0.14	-0.29	-0.75
245	0.14	0.28	0.69	-0.14	-0.29	-0.75
246	0.14	0.28	0.69	-0.14	-0.29	-0.75
247	0.14	0.28	0.69	-0.14	-0.29	-0.75
248	0.14	0.28	0.69	-0.14	-0.29	-0.75
249	0.14	0.28	0.69	-0.14	-0.29	-0.75
250	0.14	0.27	0.69	-0.15	-0.29	-0.75
251	0.14	0.27	0.69	-0.15	-0.29	-0.76
252	0.14	0.27	0.69	-0.15	-0.29	-0.76
253	0.14	0.27	0.69	-0.15	-0.29	-0.76
254	0.14	0.27	0.69	-0.15	-0.29	-0.75
255	0.14	0.27	0.69	-0.15	-0.29	-0.75
256	0.14	0.27	0.69	-0.15	-0.29	-0.75
257	0.14	0.28	0.69	-0.15	-0.29	-0.75
258	0.14	0.28	0.7	-0.15	-0.29	-0.75
259	0.14	0.28	0.7	-0.15	-0.29	-0.75
260	0.14	0.28	0.7	-0.15	-0.29	-0.75
261	0.14	0.28	0.7	-0.15	-0.29	-0.75
262	0.14	0.28	0.7	-0.15	-0.29	-0.75
263	0.14	0.28	0.7	-0.15	-0.29	-0.75
264	0.14	0.28	0.7	-0.15	-0.29	-0.75
265	0.14	0.28	0.7	-0.15	-0.29	-0.75
266	0.14	0.28	0.7	-0.15	-0.29	-0.75
267	0.14	0.27	0.7	-0.15	-0.29	-0.75
268	0.14	0.28	0.7	-0.15	-0.29	-0.75
269	0.15	0.27	0.7	-0.15	-0.3	-0.75
270	0.14	0.28	0.7	-0.15	-0.3	-0.75
271	0.14	0.28	0.7	-0.15	-0.29	-0.75
272	0.14	0.28	0.7	-0.14	-0.29	-0.75
273	0.15	0.28	0.7	-0.15	-0.29	-0.75
274	0.15	0.28	0.7	-0.15	-0.29	-0.75
275	0.15	0.28	0.7	-0.14	-0.29	-0.75
276	0.15	0.28	0.7	-0.15	-0.29	-0.75
277	0.15	0.28	0.7	-0.15	-0.29	-0.75
278	0.15	0.28	0.7	-0.15	-0.29	-0.75
279	0.15	0.28	0.7	-0.15	-0.3	-0.75
280	0.15	0.28	0.7	-0.15	-0.29	-0.75
281	0.15	0.28	0.7	-0.15	-0.29	-0.75
282	0.15	0.28	0.7	-0.15	-0.29	-0.75
283	0.15	0.28	0.7	-0.15	-0.29	-0.75
284	0.15	0.28	0.7	-0.15	-0.29	-0.75
285	0.15	0.28	0.7	-0.15	-0.29	-0.75
286	0.15	0.28	0.7	-0.15	-0.29	-0.75
287	0.15	0.28	0.71	-0.15	-0.29	-0.75
288	0.15	0.28	0.71	-0.15	-0.29	-0.75
289	0.15	0.28	0.71	-0.15	-0.3	-0.75
290	0.15	0.28	0.71	-0.15	-0.29	-0.76
291	0.15	0.28	0.71	-0.15	-0.3	-0.75
292	0.15	0.28	0.71	-0.15	-0.29	-0.76
293	0.15	0.28	0.71	-0.15	-0.3	-0.76
294	0.15	0.28	0.7	-0.15	-0.3	-0.76
295	0.15	0.28	0.7	-0.15	-0.3	-0.76
296	0.15	0.28	0.71	-0.15	-0.3	-0.76
297	0.15	0.28	0.71	-0.15	-0.3	-0.76
298	0.15	0.28	0.71	-0.15	-0.3	-0.76
299	0.15	0.28	0.71	-0.15	-0.3	-0.76
300	0.15	0.28	0.71	-0.15	-0.3	-0.76
301	0.15	0.28	0.7	-0.15	-0.3	-0.76
302	0.15	0.28	0.71	-0.15	-0.3	-0.76
303	0.15	0.28	0.71	-0.15	-0.3	-0.76
304	0.15	0.28	0.71	-0.15	-0.3	-0.76
305	0.15	0.28	0.71	-0.15	-0.3	-0.76
306	0.15	0.28	0.71	-0.15	-0.3	-0.76
307	0.15	0.28	0.71	-0.15	-0.3	-0.76
308	0.15	0.28	0.71	-0.15	-0.3	-0.76
309	0.15	0.28	0.71	-0.15	-0.3	-0.76
310	0.15	0.28	0.71	-0.15	-0.3	-0.76
311	0.15	0.28	0.71	-0.15	-0.3	-0.76
312	0.15	0.28	0.71	-0.15	-0.3	-0.76
313	0.15	0.28	0.71	-0.15	-0.3	-0.76
314	0.15	0.28	0.71	-0.15	-0.3	-0.76
315	0.15	0.28	0.71	-0.15	-0.3	-0.76
316	0.15	0.28	0.71	-0.15	-0.3	-0.76
317	0.15	0.28	0.72	-0.15	-0.3	-0.75
318	0.15	0.28	0.72	-0.15	-0.3	-0.76
319	0.15	0.28	0.72	-0.15	-0.3	-0.76
320	0.15	0.29	0.72	-0.15	-0.3	-0.75
321	0.15	0.29	0.72	-0.15	-0.3	-0.76
322	0.15	0.29	0.72	-0.15	-0.3	-0.75
323	0.15	0.29	0.72	-0.15	-0.3	-0.76
324	0.15	0.28	0.72	-0.15	-0.3	-0.75
325	0.15	0.28	0.72	-0.15	-0.3	-0.75
326	0.15	0.28	0.72	-0.15	-0.3	-0.75
327	0.15	0.28	0.72	-0.14	-0.3	-0.75
328	0.15	0.28	0.72	-0.15	-0.3	-0.76
329	0.15	0.28	0.72	-0.15	-0.3	-0.76
330	0.15	0.28	0.72	-0.15	-0.3	-0.76
331	0.14	0.28	0.72	-0.15	-0.3	-0.76
332	0.15	0.28	0.72	-0.15	-0.3	-0.75
333	0.15	0.28	0.72	-0.15	-0.3	-0.76
334	0.15	0.28	0.72	-0.15	-0.3	-0.76
335	0.15	0.28	0.72	-0.15	-0.3	-0.76
336	0.15	0.28	0.72	-0.15	-0.3	-0.76
337	0.15	0.28	0.72	-0.15	-0.3	-0.76
338	0.15	0.28	0.72	-0.15	-0.31	-0.76
339	0.15	0.28	0.72	-0.15	-0.3	-0.76
340	0.15	0.28	0.72	-0.15	-0.3	-0.76
341	0.15	0.28	0.72	-0.15	-0.3	-0.76
342	0.15	0.28	0.72	-0.15	-0.3	-0.76
343	0.15	0.28	0.72	-0.15	-0.3	-0.76
344	0.15	0.28	0.72	-0.15	-0.3	-0.76
345	0.15	0.28	0.72	-0.15	-0.3	-0.76
346	0.15	0.28	0.72	-0.15	-0.3	-0.75
347	0.15	0.28	0.72	-0.15	-0.3	-0.76
348	0.15	0.28	0.72	-0.15	-0.3	-0.76
349	0.15	0.28	0.72	-0.15	-0.3	-0.76
350	0.15	0.28	0.72	-0.15	-0.3	-0.76
351	0.15	0.28	0.72	-0.15	-0.3	-0.76
352	0.15	0.29	0.72	-0.15	-0.3	-0.76
353	0.15	0.28	0.72	-0.15	-0.3	-0.76
354	0.14	0.28	0.72	-0.15	-0.3	-0.76
355	0.14	0.28	0.72	-0.15	-0.3	-0.76
356	0.14	0.28	0.72	-0.15	-0.3	-0.76
357	0.14	0.29	0.72	-0.15	-0.3	-0.76
358	0.14	0.29	0.72	-0.15	-0.3	-0.76
359	0.15	0.29	0.72	-0.15	-0.3	-0.76
360	0.15	0.29	0.72	-0.15	-0.3	-0.76
361	0.15	0.29	0.72	-0.15	-0.3	-0.76
362	0.15	0.29	0.72	-0.15	-0.3	-0.76
363	0.15	0.28	0.73	-0.15	-0.3	-0.76
364	0.15	0.29	0.73	-0.15	-0.3	-0.76
365	0.15	0.29	0.73	-0.15	-0.3	-0.76
366	0.15	0.29	0.73	-0.15	-0.3	-0.76
367	0.15	0.29	0.73	-0.15	-0.3	-0.76
368	0.15	0.29	0.73	-0.15	-0.3	-0.76
369	0.15	0.29	0.73	-0.15	-0.3	-0.76
370	0.15	0.29	0.73	-0.15	-0.3	-0.76
371	0.15	0.29	0.73	-0.15	-0.3	-0.76
372	0.15	0.29	0.73	-0.15	-0.3	-0.76
373	0.15	0.29	0.73	-0.15	-0.3	-0.76
374	0.15	0.29	0.73	-0.15	-0.3	-0.76
375	0.15	0.29	0.73	-0.15	-0.3	-0.76
376	0.15	0.29	0.73	-0.15	-0.3	-0.76
377	0.15	0.29	0.73	-0.15	-0.3	-0.76
378	0.15	0.29	0.72	-0.15	-0.3	-0.76
379	0.15	0.29	0.72	-0.15	-0.3	-0.76
380	0.15	0.29	0.73	-0.15	-0.3	-0.76
381	0.15	0.28	0.72	-0.15	-0.3	-0.77
382	0.15	0.28	0.72	-0.15	-0.3	-0.77
383	0.15	0.28	0.73	-0.15	-0.3	-0.77
384	0.15	0.28	0.73	-0.15	-0.3	-0.76
385	0.15	0.28	0.72	-0.15	-0.3	-0.77
386	0.15	0.28	0.72	-0.15	-0.3	-0.77
387	0.14	0.28	0.72	-0.15	-0.31	-0.77
388	0.14	0.28	0.72	-0.15	-0.31	-0.77
389	0.15	0.28	0.72	-0.15	-0.31	-0.76
390	0.15	0.28	0.72	-0.15	-0.31	-0.76
391	0.15	0.28	0.73	-0.15	-0.31	-0.76
392	0.15	0.28	0.73	-0.15	-0.3	-0.77
393	0.14	0.28	0.73	-0.15	-0.31	-0.77
394	0.14	0.28	0.73	-0.15	-0.3	-0.77
395	0.14	0.28	0.73	-0.15	-0.3	-0.76
396	0.15	0.29	0.73	-0.15	-0.3	-0.76
397	0.15	0.29	0.73	-0.15	-0.3	-0.76
398	0.15	0.29	0.73	-0.15	-0.3	-0.77
399	0.15	0.29	0.73	-0.15	-0.3	-0.76
400	0.15	0.29	0.73	-0.15	-0.31	-0.77
401	0.15	0.29	0.73	-0.15	-0.3	-0.76
402	0.15	0.29	0.73	-0.15	-0.3	-0.77
403	0.15	0.28	0.73	-0.15	-0.3	-0.76
404	0.15	0.28	0.73	-0.15	-0.3	-0.76
405	0.15	0.28	0.73	-0.15	-0.31	-0.76
406	0.15	0.28	0.73	-0.15	-0.3	-0.76
407	0.15	0.29	0.73	-0.15	-0.3	-0.76
408	0.15	0.29	0.73	-0.15	-0.3	-0.76
409	0.15	0.28	0.73	-0.15	-0.3	-0.76
410	0.15	0.28	0.73	-0.15	-0.3	-0.76
411	0.15	0.28	0.73	-0.15	-0.3	-0.76
412	0.15	0.29	0.73	-0.15	-0.3	-0.76
413	0.15	0.29	0.73	-0.15	-0.3	-0.76
414	0.15	0.29	0.73	-0.15	-0.3	-0.76
415	0.15	0.29	0.73	-0.15	-0.3	-0.76
416	0.15	0.29	0.73	-0.15	-0.3	-0.76
417	0.15	0.29	0.73	-0.15	-0.3	-0.76
418	0.15	0.29	0.73	-0.15	-0.3	-0.76
419	0.15	0.29	0.73	-0.15	-0.3	-0.76
420	0.15	0.29	0.73	-0.15	-0.3	-0.76
421	0.15	0.29	0.73	-0.15	-0.3	-0.77
422	0.15	0.29	0.73	-0.15	-0.3	-0.77
423	0.15	0.29	0.73	-0.15	-0.3	-0.77
424	0.15	0.29	0.73	-0.15	-0.3	-0.77
425	0.15	0.29	0.73	-0.15	-0.3	-0.77
426	0.15	0.29	0.73	-0.15	-0.3	-0.77
427	0.15	0.29	0.73	-0.15	-0.3	-0.77
428	0.15	0.28	0.73	-0.15	-0.3	-0.77
429	0.15	0.28	0.73	-0.15	-0.3	-0.77
430	0.15	0.28	0.73	-0.15	-0.3	-0.77
431	0.15	0.29	0.73	-0.15	-0.3	-0.77
432	0.15	0.29	0.73	-0.15	-0.3	-0.77
433	0.15	0.28	0.73	-0.15	-0.3	-0.77
434	0.15	0.28	0.73	-0.15	-0.3	-0.77
435	0.15	0.28	0.73	-0.15	-0.31	-0.77
436	0.15	0.28	0.73	-0.15	-0.31	-0.77
437	0.15	0.28	0.73	-0.15	-0.3	-0.77
438	0.15	0.28	0.73	-0.15	-0.3	-0.77
439	0.15	0.28	0.73	-0.15	-0.31	-0.77
440	0.15	0.29	0.73	-0.15	-0.3	-0.77
441	0.15	0.29	0.73	-0.15	-0.3	-0.77
442	0.15	0.28	0.73	-0.15	-0.3	-0.77
443	0.15	0.29	0.73	-0.15	-0.3	-0.77
444	0.15	0.29	0.73	-0.15	-0.3	-0.77
445	0.15	0.29	0.73	-0.15	-0.31	-0.77
446	0.15	0.29	0.73	-0.15	-0.3	-0.76
447	0.15	0.29	0.73	-0.15	-0.3	-0.76
448	0.15	0.29	0.73	-0.15	-0.3	-0.77
449	0.14	0.28	0.73	-0.15	-0.31	-0.77
450	0.15	0.29	0.73	-0.15	-0.3	-0.77
451	0.15	0.29	0.73	-0.15	-0.3	-0.76
452	0.15	0.29	0.73	-0.15	-0.3	-0.76
453	0.15	0.29	0.74	-0.15	-0.3	-0.76
454	0.15	0.29	0.73	-0.15	-0.3	-0.76
455	0.15	0.29	0.73	-0.15	-0.3	-0.77
456	0.15	0.29	0.74	-0.15	-0.3	-0.77
457	0.15	0.29	0.73	-0.15	-0.3	-0.77
458	0.15	0.29	0.74	-0.15	-0.3	-0.77
459	0.15	0.29	0.73	-0.15	-0.3	-0.77
460	0.15	0.29	0.73	-0.15	-0.31	-0.77
461	0.15	0.29	0.73	-0.15	-0.31	-0.77
462	0.15	0.29	0.73	-0.15	-0.31	-0.77
463	0.15	0.29	0.74	-0.15	-0.31	-0.77
464	0.15	0.29	0.74	-0.15	-0.3	-0.77
465	0.15	0.29	0.73	-0.15	-0.3	-0.77
466	0.15	0.29	0.73	-0.15	-0.3	-0.77
467	0.15	0.28	0.73	-0.15	-0.31	-0.77
468	0.15	0.28	0.73	-0.15	-0.31	-0.77
469	0.15	0.28	0.73	-0.16	-0.31	-0.77
470	0.15	0.28	0.73	-0.15	-0.31	-0.77
471	0.15	0.28	0.73	-0.15	-0.31	-0.77
472	0.15	0.28	0.73	-0.15	-0.31	-0.77
473	0.15	0.29	0.73	-0.15	-0.3	-0.77
474	0.15	0.29	0.73	-0.15	-0.3	-0.77
475	0.15	0.29	0.73	-0.15	-0.3	-0.77
476	0.15	0.28	0.73	-0.15	-0.31	-0.77
477	0.15	0.28	0.73	-0.15	-0.3	-0.77
478	0.15	0.28	0.73	-0.15	-0.3	-0.77
479	0.15	0.29	0.73	-0.15	-0.3	-0.77
